public_citeseq,public_multiome,public_total_score,private_citeseq,private_multiome,private_total_score,rank
0.8919452098970057,0.663492642847018,0.8146752649716922,0.8453770584838382,0.5766881768950154,0.77540168112445,1
0.8913504220315107,0.664300643706499,0.8145549449964924,0.8440947522283954,0.5767388835475525,0.7744665350518524,1
0.8907171480005927,0.6641519605404691,0.8140855750526449,0.8448720618039245,0.5773758332259826,0.7752072903170298,1
0.8911869819425432,0.6633715177162713,0.8141325255133144,0.8451127708841292,0.5788654287654094,0.7757732502998633,1
0.8912726731583624,0.6632386279284455,0.8141442856618164,0.8447451190000291,0.5773500609380955,0.7751066956262141,1
0.8914801933034303,0.6637874492072228,0.8144672447364842,0.8453643051577289,0.5769578943980798,0.7754624924458526,1
0.8913190508678567,0.6632947428307823,0.8141939568005085,0.8453052892791708,0.5779190265044156,0.7756691564859547,1
0.8920243459672083,0.6635743031247459,0.814755254809392,0.8455862605685377,0.5775336023365176,0.7757765765910783,1
0.8911408482153258,0.6634156353638585,0.8141169176797239,0.8442524976609697,0.578049824609685,0.7749246103636175,1
0.8901235131397223,0.6638187083975291,0.813580009932175,0.8450310631914805,0.5775061284169941,0.7753588156716221,1
0.8909495382469389,0.6637911153916938,0.8141173141664573,0.8451815575081008,0.5781113530871242,0.7756277366529241,1
0.8912560709829086,0.6641135763746447,0.8144292343436053,0.8455348196598536,0.5775287293474166,0.7757372634925456,1
0.8920682465337718,0.6628096521800738,0.8145256774652051,0.8444659879009833,0.5785526853608091,0.7752134621541051,1
0.8918695002228937,0.6637698062606342,0.8147189082311299,0.8442560733898289,0.5766899059921103,0.7745730875455816,1
0.8914359874765054,0.6628472377595991,0.8141199812295422,0.8451952448226322,0.5770307227916347,0.7753564278512804,1
0.891538636194524,0.6625973632951998,0.8141033953631477,0.8448677593259363,0.5776831973186142,0.7752841560130296,1
0.8916046556077799,0.6642542231509696,0.814707487755689,0.8449013772971694,0.577420879603426,0.7752407026472986,1
0.8906852902989372,0.6637320884339681,0.813922478503119,0.8451121897213913,0.5768999985351735,0.7752609581420914,1
0.8914243734330418,0.6639043806984104,0.814469854886678,0.8462036999121507,0.5784580189226299,0.7764739628541829,1
0.8912227497609928,0.6642438532992411,0.814451247232985,0.8449050627037122,0.5764517695916197,0.7749910402930784,1
0.8909128369989431,0.6639633073916492,0.8141512672778014,0.8457983154779952,0.5769324372083299,0.775776842390864,1
0.8908093897009359,0.6635864130881123,0.8139553314806275,0.8444236906618987,0.5770121750511589,0.7747809812038166,1
0.8909349462144618,0.664274251175287,0.8142710695569582,0.8447957666269473,0.5779587170910688,0.7753026669336268,1
0.8915932982530753,0.6625704635008024,0.8141304706015255,0.8441874088348581,0.578662703282068,0.7750360864599697,1
0.8924296649753026,0.6640807597815198,0.8151947817961681,0.84505968773549,0.5764439271165723,0.775103353469481,1
0.8902806171019918,0.6632559571534062,0.8134936359030595,0.8461015714544997,0.5777822298909489,0.7762224344105458,1
0.8910557479754422,0.6647740724947855,0.8145200678218804,0.8453181162382757,0.5780610581743607,0.7757156325798661,1
0.8915284819668292,0.6633126666957156,0.8143386140445926,0.8451417511597156,0.577381598254288,0.7754082451412656,1
0.8907149219006777,0.6634095297888212,0.8138329881298622,0.8451184960464435,0.5779923008254786,0.7755500933547032,1
0.891155647989946,0.6635984604785429,0.8141885489837092,0.8457550745504334,0.5773872642531889,0.7758633146621315,1
0.8922545545921148,0.6621166170759525,0.8144145636183733,0.8452040221632291,0.5775233410763329,0.775491213206966,1
0.890585275744541,0.6644018275684876,0.8140828191984654,0.8458715680975887,0.5774533058656562,0.7759666688745014,1
0.890805714913979,0.6632318821331273,0.8138329859466953,0.8455091054932329,0.5777183206265778,0.7757676219096769,1
0.8902237121104267,0.6619186089801044,0.8130036441862699,0.8451986567052069,0.5786405769398408,0.775778209869154,1
0.8906460082984401,0.6632774216649996,0.8137427001247651,0.845799978274647,0.5768311023314904,0.7757516812228354,1
0.8910952777702014,0.6639223636633987,0.8142581522862284,0.8454768091002957,0.5776959165061578,0.7757379017882184,1
0.8903408130395803,0.6630707651146048,0.8134708338001101,0.8464193633318463,0.5779658374413297,0.7765052802980934,1
0.8917546294634905,0.6640788480566536,0.8147474182191335,0.8458032832976939,0.5782382512842611,0.7761205931446691,1
0.8909035595029042,0.6644483011302763,0.814309168078658,0.8449734384281246,0.5771821322366075,0.7752318190745145,1
0.891361537832864,0.6637553318110725,0.8143778592029137,0.8443245839011777,0.5782185041212917,0.7750218526526227,1
0.8923610699463977,0.663720881818055,0.8150276655880012,0.8457431675231927,0.5772231465481813,0.7758117669934476,1
0.8913377365702871,0.6636928788115586,0.8143409846900648,0.8451697749837732,0.577871750121145,0.7755566222303785,1
0.8920705158491826,0.6633820173337159,0.8147207713769472,0.845262081660788,0.5765711122904927,0.7752861605747837,1
0.8916010180033093,0.6633783932653405,0.8144088469021866,0.8460693972530835,0.5781897892624687,0.7763047812213943,1
0.8904962689168496,0.6632986172200374,0.8136507763909026,0.8445884696406157,0.5777404835179394,0.7750925217022034,1
0.8902757124415768,0.6643320327645499,0.813854353249555,0.8457486159595103,0.5795086133663963,0.7764110068278912,1
0.8922123063085482,0.663199858760558,0.8147529919407983,0.8453237838925571,0.5785824832084019,0.7758556203335176,1
0.8906183640531695,0.6649322474536008,0.8142841209092052,0.8445886353861296,0.5762946341705911,0.7747160977980374,1
0.8902481077435068,0.6635277402970217,0.8135640479745331,0.8463078249619842,0.5775161808848297,0.7763056848878276,1
0.8903462612494355,0.6638960372015168,0.8137535725943814,0.8447508889667922,0.5765413336899194,0.7749003438645433,1
0.890925232114906,0.6633833111630993,0.8139632967460686,0.8457595940341807,0.5764885751472062,0.7756326090724525,1
0.890953643381443,0.6642810803564979,0.8142857525926094,0.8453011509650127,0.5778721371974862,0.7756538844142923,1
0.8925866099427434,0.6611322902124857,0.8143013765167182,0.8459016857426717,0.5768979850195506,0.7758443191785489,1
0.8917085255813039,0.6642412542585474,0.8147718390980442,0.8451987917809537,0.5774895054127409,0.7754785330733545,1
0.8906653065445601,0.6629527035873476,0.8136456410774018,0.8459654195813299,0.5784496158075475,0.7762955500728583,1
0.8902284747147496,0.663270631359968,0.8134640930190313,0.8462729078086422,0.578036827556325,0.7764154547347824,1
0.8907213663237558,0.663351111407193,0.8138174938835173,0.8450080568902534,0.5770811163381737,0.7752311139106445,1
0.8914485891664891,0.6632630207485914,0.814268951694767,0.8458201831709814,0.5785864629439808,0.7762237774490135,1
0.8907781511349918,0.6638984836615515,0.8140402110158499,0.8462557110358447,0.5776565877000951,0.7763037096628123,1
0.8916906380554501,0.6620030876941662,0.8140029823830882,0.845227744276363,0.5762232334274213,0.7751701667289661,1
0.8911110233255132,0.6626295140879183,0.8138312892292077,0.8457191318604813,0.5784951389275221,0.7761252594441984,1
0.8916591968364231,0.6633341396313754,0.8144323798077368,0.8450332817559497,0.5783660012659029,0.7755843954776979,1
0.8916390545603886,0.6635321490325752,0.8144860233871335,0.8458703899566615,0.5772358414374689,0.7759091627066043,1
0.8912989213383383,0.6632589229982051,0.814168520310036,0.8446666732771654,0.5787970211367975,0.7754255155228155,1
0.8913853093083411,0.6641194383987798,0.8145167428687144,0.8452358848454584,0.5775120769185178,0.7755118442487621,1
0.8913924257296991,0.6636296677268662,0.814355796226361,0.8453374551097209,0.5770805047981199,0.7754745667894705,1
0.891946371285682,0.662769484360301,0.8144314382755213,0.8453026577596504,0.5778683797138294,0.7756540202185938,1
0.8906371296443053,0.6637875422718454,0.8139093635747534,0.8456819222709792,0.5782752972035508,0.7760404864704137,1
0.8911451615284764,0.6634503478674437,0.8141315129686955,0.845277730803977,0.5768394020543378,0.7753676056030208,1
0.8913078705283498,0.6630781866323396,0.8141133117948178,0.8458218421131017,0.5780463306526784,0.7760843362243366,1
0.8917372015715704,0.6629932498521113,0.8143687010570033,0.8448005109400755,0.577824969445119,0.7752713434085906,1
0.8917353213746658,0.6637500307855372,0.8146234242527177,0.8461967598352245,0.5781674355433518,0.776393152779361,1
0.8913053740377315,0.6643154404426508,0.8145301383991901,0.8450943906974336,0.5783272452799207,0.7756194963240829,1
0.8921241433180979,0.6645241718152585,0.8151425734013142,0.8458268674123757,0.5778391522989952,0.7760340967482133,1
0.8905098441184727,0.6641931542892586,0.8139623209954071,0.8453343482721766,0.5776339207848108,0.7756163967070487,1
0.8920669979097526,0.6637371338206878,0.8148385550395708,0.8453695659437542,0.5774080868641692,0.775583628001342,1
0.8910476668360587,0.6637597330563754,0.814171638030037,0.8453988345624892,0.5791579898421266,0.7760610061133769,1
0.8915205606237682,0.6635185866033847,0.8144030206332331,0.8445182057224779,0.5763842242594801,0.7746873425144449,1
0.8917762420316374,0.6636956992388929,0.8146321275762514,0.8455348381745618,0.5778109925752295,0.7758107877667418,1
0.8917846398734052,0.6626595957307632,0.8142872417459504,0.8452620001414772,0.5765239141547752,0.7752738083467132,1
0.8910442547654235,0.6634403473825982,0.8140613536084893,0.8456664651016543,0.5770154440431661,0.775700947863316,1
0.8921983452587231,0.6632046409935548,0.8147453704670615,0.8452551497225264,0.577451390533533,0.7755102872008607,1
0.8911614157705754,0.6641438775596776,0.8143768433704848,0.8455135564556981,0.5774497328272978,0.7757009646436442,1
0.8914856032935443,0.6640570523235889,0.8145620132686308,0.8457764533316885,0.5772401919816493,0.775840823276835,1
0.8910718928749447,0.6644685035427808,0.8144273988353815,0.8459367978502109,0.5793925805749722,0.7765199612602244,1
0.8905060710594693,0.663897019715605,0.8138596619469529,0.8459494716758118,0.5781831107996852,0.7762143488986417,1
0.8906350885305122,0.6642144129141943,0.8140523940975055,0.844841943997419,0.5775856358960094,0.7752396556537877,1
0.8917157313879895,0.6641439745353596,0.8147437045658443,0.8450153708386507,0.5786916545470081,0.775655959920482,1
